folder,i,j,overlap
7-scenes-redkitchen,1,28,0.4676
7-scenes-redkitchen,1,29,0.3885
7-scenes-redkitchen,1,30,0.2427
7-scenes-redkitchen,1,31,0.3085
7-scenes-redkitchen,1,32,0.3284
7-scenes-redkitchen,1,33,0.1884
7-scenes-redkitchen,1,34,0.0763
7-scenes-redkitchen,1,35,0.0252
7-scenes-redkitchen,1,36,0.1096
7-scenes-redkitchen,1,37,0.2627
7-scenes-redkitchen,1,38,0.2698
7-scenes-redkitchen,1,39,0.2777
7-scenes-redkitchen,1,40,0.4177
7-scenes-redkitchen,1,41,0.288
7-scenes-redkitchen,1,42,0.2222
7-scenes-redkitchen,1,43,0.1685
7-scenes-redkitchen,1,44,0.149
7-scenes-redkitchen,1,45,0.1506
7-scenes-redkitchen,1,46,0.1443
7-scenes-redkitchen,1,47,0.0998
7-scenes-redkitchen,1,48,0.086
7-scenes-redkitchen,1,49,0.059
7-scenes-redkitchen,1,50,0.0746
7-scenes-redkitchen,1,51,0.0851
7-scenes-redkitchen,1,52,0.0788
7-scenes-redkitchen,1,53,0.0547
7-scenes-redkitchen,1,54,0.0175
7-scenes-redkitchen,1,55,0.0241
7-scenes-redkitchen,1,56,0.0364
7-scenes-redkitchen,1,57,0.043
7-scenes-redkitchen,1,58,0.0418
7-scenes-redkitchen,1,59,0.1147
7-scenes-redkitchen,2,3,0.6716
7-scenes-redkitchen,2,4,0.3146
7-scenes-redkitchen,2,5,0.166
7-scenes-redkitchen,2,6,0.0333
7-scenes-redkitchen,2,7,0.009
7-scenes-redkitchen,2,8,0.0
7-scenes-redkitchen,2,9,0.0
7-scenes-redkitchen,2,10,0.1969
7-scenes-redkitchen,2,11,0.3551
7-scenes-redkitchen,2,12,0.5477
7-scenes-redkitchen,2,13,0.5304
7-scenes-redkitchen,2,14,0.3925
7-scenes-redkitchen,2,15,0.1333
7-scenes-redkitchen,2,16,0.0019
7-scenes-redkitchen,2,17,0.0
7-scenes-redkitchen,2,18,0.001
7-scenes-redkitchen,2,19,0.0366
7-scenes-redkitchen,2,20,0.0
7-scenes-redkitchen,2,21,0.0
7-scenes-redkitchen,2,22,0.0
7-scenes-redkitchen,2,23,0.0
7-scenes-redkitchen,2,24,0.0
7-scenes-redkitchen,2,25,0.0177
7-scenes-redkitchen,2,26,0.2179
7-scenes-redkitchen,2,27,0.5312
7-scenes-redkitchen,2,28,0.5914
7-scenes-redkitchen,2,29,0.587
7-scenes-redkitchen,2,30,0.3591
7-scenes-redkitchen,2,31,0.3662
7-scenes-redkitchen,2,32,0.2493
7-scenes-redkitchen,2,33,0.0848
7-scenes-redkitchen,2,34,0.0106
7-scenes-redkitchen,2,35,0.0
7-scenes-redkitchen,2,36,0.0
7-scenes-redkitchen,2,37,0.0843
7-scenes-redkitchen,2,38,0.0968
7-scenes-redkitchen,2,39,0.058
7-scenes-redkitchen,2,40,0.5279
7-scenes-redkitchen,2,41,0.5306
7-scenes-redkitchen,2,42,0.428
7-scenes-redkitchen,2,43,0.3471
7-scenes-redkitchen,2,44,0.2599
7-scenes-redkitchen,2,45,0.1879
7-scenes-redkitchen,2,46,0.0984
7-scenes-redkitchen,2,47,0.0115
7-scenes-redkitchen,2,48,0.0
7-scenes-redkitchen,2,49,0.0
7-scenes-redkitchen,2,50,0.0
7-scenes-redkitchen,2,51,0.0013
7-scenes-redkitchen,2,52,0.0
7-scenes-redkitchen,2,53,0.0
7-scenes-redkitchen,2,54,0.0
7-scenes-redkitchen,2,55,0.0
7-scenes-redkitchen,2,56,0.0
7-scenes-redkitchen,2,57,0.0
7-scenes-redkitchen,2,58,0.0
7-scenes-redkitchen,2,59,0.0036
7-scenes-redkitchen,3,4,0.5933
7-scenes-redkitchen,3,5,0.35
7-scenes-redkitchen,3,6,0.1586
7-scenes-redkitchen,3,7,0.1072
7-scenes-redkitchen,3,8,0.0003
7-scenes-redkitchen,3,9,0.0666
7-scenes-redkitchen,3,10,0.4122
7-scenes-redkitchen,3,11,0.5199
7-scenes-redkitchen,3,12,0.73
7-scenes-redkitchen,3,13,0.6878
7-scenes-redkitchen,3,14,0.557
7-scenes-redkitchen,3,15,0.2851
7-scenes-redkitchen,3,16,0.0769
7-scenes-redkitchen,3,17,0.031
7-scenes-redkitchen,3,18,0.0975
7-scenes-redkitchen,3,19,0.1537
7-scenes-redkitchen,3,20,0.0533
7-scenes-redkitchen,3,21,0.0
7-scenes-redkitchen,3,22,0.0
7-scenes-redkitchen,3,23,0.0
7-scenes-redkitchen,3,24,0.0
7-scenes-redkitchen,3,25,0.1726
7-scenes-redkitchen,3,26,0.3286
7-scenes-redkitchen,3,27,0.6016
7-scenes-redkitchen,3,28,0.5968
7-scenes-redkitchen,3,29,0.5473
7-scenes-redkitchen,3,30,0.3132
7-scenes-redkitchen,3,31,0.2212
7-scenes-redkitchen,3,32,0.1417
7-scenes-redkitchen,3,33,0.0356
7-scenes-redkitchen,3,34,0.0321
7-scenes-redkitchen,3,35,0.008
7-scenes-redkitchen,3,36,0.1042
7-scenes-redkitchen,3,37,0.198
7-scenes-redkitchen,3,38,0.1832
7-scenes-redkitchen,3,39,0.1525
7-scenes-redkitchen,3,40,0.5739
7-scenes-redkitchen,3,41,0.6262
7-scenes-redkitchen,3,42,0.6197
7-scenes-redkitchen,3,43,0.552
7-scenes-redkitchen,3,44,0.4628
7-scenes-redkitchen,3,45,0.3724
7-scenes-redkitchen,3,46,0.2264
7-scenes-redkitchen,3,47,0.0974
7-scenes-redkitchen,3,48,0.0334
7-scenes-redkitchen,3,49,0.0015
7-scenes-redkitchen,3,50,0.0218
7-scenes-redkitchen,3,51,0.0402
7-scenes-redkitchen,3,52,0.0201
7-scenes-redkitchen,3,53,0.004
7-scenes-redkitchen,3,54,0.0133
7-scenes-redkitchen,3,55,0.0209
7-scenes-redkitchen,3,56,0.0249
7-scenes-redkitchen,3,57,0.031
7-scenes-redkitchen,3,58,0.0292
7-scenes-redkitchen,3,59,0.1157
7-scenes-redkitchen,4,5,0.766
7-scenes-redkitchen,4,6,0.4301
7-scenes-redkitchen,4,7,0.3514
7-scenes-redkitchen,4,8,0.2191
7-scenes-redkitchen,4,9,0.4817
7-scenes-redkitchen,4,10,0.7693
7-scenes-redkitchen,4,11,0.7755
7-scenes-redkitchen,4,12,0.5874
7-scenes-redkitchen,4,13,0.4428
7-scenes-redkitchen,4,14,0.4287
7-scenes-redkitchen,4,15,0.434
7-scenes-redkitchen,4,16,0.2294
7-scenes-redkitchen,4,17,0.2214
7-scenes-redkitchen,4,18,0.425
7-scenes-redkitchen,4,19,0.503
7-scenes-redkitchen,4,20,0.2624
7-scenes-redkitchen,4,21,0.1116
7-scenes-redkitchen,4,22,0.0
7-scenes-redkitchen,4,23,0.0
7-scenes-redkitchen,4,24,0.1229
7-scenes-redkitchen,4,25,0.4271
7-scenes-redkitchen,4,26,0.5248
7-scenes-redkitchen,4,27,0.4207
7-scenes-redkitchen,4,28,0.272
7-scenes-redkitchen,4,29,0.215
7-scenes-redkitchen,4,30,0.0415
7-scenes-redkitchen,4,31,0.0232
7-scenes-redkitchen,4,32,0.0397
7-scenes-redkitchen,4,33,0.0703
7-scenes-redkitchen,4,34,0.0707
7-scenes-redkitchen,4,35,0.1507
7-scenes-redkitchen,4,36,0.2904
7-scenes-redkitchen,4,37,0.397
7-scenes-redkitchen,4,38,0.3167
7-scenes-redkitchen,4,39,0.3578
7-scenes-redkitchen,4,40,0.2117
7-scenes-redkitchen,4,41,0.283
7-scenes-redkitchen,4,42,0.3074
7-scenes-redkitchen,4,43,0.2878
7-scenes-redkitchen,4,44,0.3065
7-scenes-redkitchen,4,45,0.3513
7-scenes-redkitchen,4,46,0.3509
7-scenes-redkitchen,4,47,0.3181
7-scenes-redkitchen,4,48,0.2847
7-scenes-redkitchen,4,49,0.2387
7-scenes-redkitchen,4,50,0.2141
7-scenes-redkitchen,4,51,0.1328
7-scenes-redkitchen,4,52,0.2157
7-scenes-redkitchen,4,53,0.1795
7-scenes-redkitchen,4,54,0.135
7-scenes-redkitchen,4,55,0.0639
7-scenes-redkitchen,4,56,0.0628
7-scenes-redkitchen,4,57,0.0764
7-scenes-redkitchen,4,58,0.1067
7-scenes-redkitchen,4,59,0.2124
7-scenes-redkitchen,5,6,0.63
7-scenes-redkitchen,5,7,0.5163
7-scenes-redkitchen,5,8,0.3608
7-scenes-redkitchen,5,9,0.6196
7-scenes-redkitchen,5,10,0.7596
7-scenes-redkitchen,5,11,0.6438
7-scenes-redkitchen,5,12,0.4023
7-scenes-redkitchen,5,13,0.2749
7-scenes-redkitchen,5,14,0.2772
7-scenes-redkitchen,5,15,0.4224
7-scenes-redkitchen,5,16,0.3271
7-scenes-redkitchen,5,17,0.3331
7-scenes-redkitchen,5,18,0.5548
7-scenes-redkitchen,5,19,0.7019
7-scenes-redkitchen,5,20,0.3604
7-scenes-redkitchen,5,21,0.2327
7-scenes-redkitchen,5,22,0.0116
7-scenes-redkitchen,5,23,0.0093
7-scenes-redkitchen,5,24,0.2302
7-scenes-redkitchen,5,25,0.503
7-scenes-redkitchen,5,26,0.5218
7-scenes-redkitchen,5,27,0.2685
7-scenes-redkitchen,5,28,0.1224
7-scenes-redkitchen,5,29,0.0806
7-scenes-redkitchen,5,30,0.0
7-scenes-redkitchen,5,31,0.0047
7-scenes-redkitchen,5,32,0.0367
7-scenes-redkitchen,5,33,0.0827
7-scenes-redkitchen,5,34,0.1055
7-scenes-redkitchen,5,35,0.2526
7-scenes-redkitchen,5,36,0.3663
7-scenes-redkitchen,5,37,0.4099
7-scenes-redkitchen,5,38,0.3377
7-scenes-redkitchen,5,39,0.4402
7-scenes-redkitchen,5,40,0.1578
7-scenes-redkitchen,5,41,0.2086
7-scenes-redkitchen,5,42,0.2291
7-scenes-redkitchen,5,43,0.2179
7-scenes-redkitchen,5,44,0.2415
7-scenes-redkitchen,5,45,0.29
7-scenes-redkitchen,5,46,0.3481
7-scenes-redkitchen,5,47,0.3241
7-scenes-redkitchen,5,48,0.3297
7-scenes-redkitchen,5,49,0.3043
7-scenes-redkitchen,5,50,0.2238
7-scenes-redkitchen,5,51,0.1203
7-scenes-redkitchen,5,52,0.2535
7-scenes-redkitchen,5,53,0.2671
7-scenes-redkitchen,5,54,0.2448
7-scenes-redkitchen,5,55,0.1508
7-scenes-redkitchen,5,56,0.0997
7-scenes-redkitchen,5,57,0.113
7-scenes-redkitchen,5,58,0.184
7-scenes-redkitchen,5,59,0.2544
7-scenes-redkitchen,6,7,0.8312
7-scenes-redkitchen,6,8,0.5737
7-scenes-redkitchen,6,9,0.6896
7-scenes-redkitchen,6,10,0.6495
7-scenes-redkitchen,6,11,0.5514
7-scenes-redkitchen,6,12,0.3098
7-scenes-redkitchen,6,13,0.1821
7-scenes-redkitchen,6,14,0.2265
7-scenes-redkitchen,6,15,0.4372
7-scenes-redkitchen,6,16,0.5012
7-scenes-redkitchen,6,17,0.4804
7-scenes-redkitchen,6,18,0.708
7-scenes-redkitchen,6,19,0.8478
7-scenes-redkitchen,6,20,0.5635
7-scenes-redkitchen,6,21,0.43
7-scenes-redkitchen,6,22,0.1309
7-scenes-redkitchen,6,23,0.0932
7-scenes-redkitchen,6,24,0.3704
7-scenes-redkitchen,6,25,0.6369
7-scenes-redkitchen,6,26,0.53
7-scenes-redkitchen,6,27,0.2517
7-scenes-redkitchen,6,28,0.0981
7-scenes-redkitchen,6,29,0.0269
7-scenes-redkitchen,6,30,0.0
7-scenes-redkitchen,6,31,0.0007
7-scenes-redkitchen,6,32,0.0275
7-scenes-redkitchen,6,33,0.0904
7-scenes-redkitchen,6,34,0.1663
7-scenes-redkitchen,6,35,0.3613
7-scenes-redkitchen,6,36,0.4634
7-scenes-redkitchen,6,37,0.4879
7-scenes-redkitchen,6,38,0.4095
7-scenes-redkitchen,6,39,0.6473
7-scenes-redkitchen,6,40,0.0846
7-scenes-redkitchen,6,41,0.087
7-scenes-redkitchen,6,42,0.1034
7-scenes-redkitchen,6,43,0.0937
7-scenes-redkitchen,6,44,0.1125
7-scenes-redkitchen,6,45,0.1442
7-scenes-redkitchen,6,46,0.1915
7-scenes-redkitchen,6,47,0.2357
7-scenes-redkitchen,6,48,0.2764
7-scenes-redkitchen,6,49,0.3044
7-scenes-redkitchen,6,50,0.2269
7-scenes-redkitchen,6,51,0.1408
7-scenes-redkitchen,6,52,0.2675
7-scenes-redkitchen,6,53,0.3613
7-scenes-redkitchen,6,54,0.3825
7-scenes-redkitchen,6,55,0.261
7-scenes-redkitchen,6,56,0.1775
7-scenes-redkitchen,6,57,0.181
7-scenes-redkitchen,6,58,0.2967
7-scenes-redkitchen,6,59,0.3472
7-scenes-redkitchen,7,8,0.7245
7-scenes-redkitchen,7,9,0.7204
7-scenes-redkitchen,7,10,0.495
7-scenes-redkitchen,7,11,0.415
7-scenes-redkitchen,7,12,0.2149
7-scenes-redkitchen,7,13,0.1134
7-scenes-redkitchen,7,14,0.1722
7-scenes-redkitchen,7,15,0.3718
7-scenes-redkitchen,7,16,0.5681
7-scenes-redkitchen,7,17,0.5472
7-scenes-redkitchen,7,18,0.6905
7-scenes-redkitchen,7,19,0.7809
7-scenes-redkitchen,7,20,0.5621
7-scenes-redkitchen,7,21,0.5032
7-scenes-redkitchen,7,22,0.2372
7-scenes-redkitchen,7,23,0.2021
7-scenes-redkitchen,7,24,0.4652
7-scenes-redkitchen,7,25,0.6183
7-scenes-redkitchen,7,26,0.4305
7-scenes-redkitchen,7,27,0.1996
7-scenes-redkitchen,7,28,0.0403
7-scenes-redkitchen,7,29,0.0047
7-scenes-redkitchen,7,30,0.0
7-scenes-redkitchen,7,31,0.0
7-scenes-redkitchen,7,32,0.0022
7-scenes-redkitchen,7,33,0.0608
7-scenes-redkitchen,7,34,0.182
7-scenes-redkitchen,7,35,0.4033
7-scenes-redkitchen,7,36,0.4675
7-scenes-redkitchen,7,37,0.4795
7-scenes-redkitchen,7,38,0.4193
7-scenes-redkitchen,7,39,0.6296
7-scenes-redkitchen,7,40,0.042
7-scenes-redkitchen,7,41,0.0409
7-scenes-redkitchen,7,42,0.0485
7-scenes-redkitchen,7,43,0.0427
7-scenes-redkitchen,7,44,0.0573
7-scenes-redkitchen,7,45,0.0867
7-scenes-redkitchen,7,46,0.1293
7-scenes-redkitchen,7,47,0.1705
7-scenes-redkitchen,7,48,0.2343
7-scenes-redkitchen,7,49,0.2808
7-scenes-redkitchen,7,50,0.2037
7-scenes-redkitchen,7,51,0.1202
7-scenes-redkitchen,7,52,0.2422
7-scenes-redkitchen,7,53,0.3663
7-scenes-redkitchen,7,54,0.4311
7-scenes-redkitchen,7,55,0.3205
7-scenes-redkitchen,7,56,0.224
7-scenes-redkitchen,7,57,0.1939
7-scenes-redkitchen,7,58,0.3532
7-scenes-redkitchen,7,59,0.3981
7-scenes-redkitchen,8,9,0.6904
7-scenes-redkitchen,8,10,0.2724
7-scenes-redkitchen,8,11,0.2004
7-scenes-redkitchen,8,12,0.0561
7-scenes-redkitchen,8,13,0.0032
7-scenes-redkitchen,8,14,0.0411
7-scenes-redkitchen,8,15,0.1602
7-scenes-redkitchen,8,16,0.4886
7-scenes-redkitchen,8,17,0.5893
7-scenes-redkitchen,8,18,0.6417
7-scenes-redkitchen,8,19,0.4686
7-scenes-redkitchen,8,20,0.4127
7-scenes-redkitchen,8,21,0.467
7-scenes-redkitchen,8,22,0.4295
7-scenes-redkitchen,8,23,0.4456
7-scenes-redkitchen,8,24,0.659
7-scenes-redkitchen,8,25,0.4682
7-scenes-redkitchen,8,26,0.286
7-scenes-redkitchen,8,27,0.0538
7-scenes-redkitchen,8,28,0.0003
7-scenes-redkitchen,8,29,0.0
7-scenes-redkitchen,8,30,0.0
7-scenes-redkitchen,8,31,0.0
7-scenes-redkitchen,8,32,0.0
7-scenes-redkitchen,8,33,0.0041
7-scenes-redkitchen,8,34,0.1015
7-scenes-redkitchen,8,35,0.5389
7-scenes-redkitchen,8,36,0.5046
7-scenes-redkitchen,8,37,0.3813
7-scenes-redkitchen,8,38,0.263
7-scenes-redkitchen,8,39,0.3897
7-scenes-redkitchen,8,40,0.0
7-scenes-redkitchen,8,41,0.0
7-scenes-redkitchen,8,42,0.0
7-scenes-redkitchen,8,43,0.0
7-scenes-redkitchen,8,44,0.0
7-scenes-redkitchen,8,45,0.01
7-scenes-redkitchen,8,46,0.0433
7-scenes-redkitchen,8,47,0.0927
7-scenes-redkitchen,8,48,0.1593
7-scenes-redkitchen,8,49,0.2183
7-scenes-redkitchen,8,50,0.131
7-scenes-redkitchen,8,51,0.0496
7-scenes-redkitchen,8,52,0.1556
7-scenes-redkitchen,8,53,0.3396
7-scenes-redkitchen,8,54,0.5304
7-scenes-redkitchen,8,55,0.3373
7-scenes-redkitchen,8,56,0.2086
7-scenes-redkitchen,8,57,0.1594
7-scenes-redkitchen,8,58,0.3076
7-scenes-redkitchen,8,59,0.342
7-scenes-redkitchen,9,10,0.4882
7-scenes-redkitchen,9,11,0.3549
7-scenes-redkitchen,9,12,0.1338
7-scenes-redkitchen,9,13,0.0391
7-scenes-redkitchen,9,14,0.0893
7-scenes-redkitchen,9,15,0.2235
7-scenes-redkitchen,9,16,0.4968
7-scenes-redkitchen,9,17,0.5311
7-scenes-redkitchen,9,18,0.7032
7-scenes-redkitchen,9,19,0.6122
7-scenes-redkitchen,9,20,0.3715
7-scenes-redkitchen,9,21,0.3295
7-scenes-redkitchen,9,22,0.1958
7-scenes-redkitchen,9,23,0.238
7-scenes-redkitchen,9,24,0.5087
7-scenes-redkitchen,9,25,0.5677
7-scenes-redkitchen,9,26,0.4074
7-scenes-redkitchen,9,27,0.1542
7-scenes-redkitchen,9,28,0.0226
7-scenes-redkitchen,9,29,0.0
7-scenes-redkitchen,9,30,0.0
7-scenes-redkitchen,9,31,0.0
7-scenes-redkitchen,9,32,0.0197
7-scenes-redkitchen,9,33,0.0549
7-scenes-redkitchen,9,34,0.1107
7-scenes-redkitchen,9,35,0.4156
7-scenes-redkitchen,9,36,0.4796
7-scenes-redkitchen,9,37,0.409
7-scenes-redkitchen,9,38,0.3356
7-scenes-redkitchen,9,39,0.4515
7-scenes-redkitchen,9,40,0.0
7-scenes-redkitchen,9,41,0.0
7-scenes-redkitchen,9,42,0.0005
7-scenes-redkitchen,9,43,0.0029
7-scenes-redkitchen,9,44,0.0196
7-scenes-redkitchen,9,45,0.077
7-scenes-redkitchen,9,46,0.1362
7-scenes-redkitchen,9,47,0.1993
7-scenes-redkitchen,9,48,0.2708
7-scenes-redkitchen,9,49,0.3202
7-scenes-redkitchen,9,50,0.194
7-scenes-redkitchen,9,51,0.0864
7-scenes-redkitchen,9,52,0.2175
7-scenes-redkitchen,9,53,0.3611
7-scenes-redkitchen,9,54,0.4143
7-scenes-redkitchen,9,55,0.2509
7-scenes-redkitchen,9,56,0.1495
7-scenes-redkitchen,9,57,0.1414
7-scenes-redkitchen,9,58,0.2787
7-scenes-redkitchen,9,59,0.3596
7-scenes-redkitchen,10,11,0.8224
7-scenes-redkitchen,10,12,0.5106
7-scenes-redkitchen,10,13,0.3474
7-scenes-redkitchen,10,14,0.3538
7-scenes-redkitchen,10,15,0.4198
7-scenes-redkitchen,10,16,0.3028
7-scenes-redkitchen,10,17,0.3069
7-scenes-redkitchen,10,18,0.4939
7-scenes-redkitchen,10,19,0.6203
7-scenes-redkitchen,10,20,0.3435
7-scenes-redkitchen,10,21,0.1934
7-scenes-redkitchen,10,22,0.0
7-scenes-redkitchen,10,23,0.0004
7-scenes-redkitchen,10,24,0.2195
7-scenes-redkitchen,10,25,0.5207
7-scenes-redkitchen,10,26,0.6156
7-scenes-redkitchen,10,27,0.3684
7-scenes-redkitchen,10,28,0.1846
7-scenes-redkitchen,10,29,0.1526
7-scenes-redkitchen,10,30,0.0318
7-scenes-redkitchen,10,31,0.005
7-scenes-redkitchen,10,32,0.0403
7-scenes-redkitchen,10,33,0.0894
7-scenes-redkitchen,10,34,0.1144
7-scenes-redkitchen,10,35,0.2216
7-scenes-redkitchen,10,36,0.3472
7-scenes-redkitchen,10,37,0.4027
7-scenes-redkitchen,10,38,0.3339
7-scenes-redkitchen,10,39,0.4243
7-scenes-redkitchen,10,40,0.144
7-scenes-redkitchen,10,41,0.2381
7-scenes-redkitchen,10,42,0.2474
7-scenes-redkitchen,10,43,0.2239
7-scenes-redkitchen,10,44,0.2364
7-scenes-redkitchen,10,45,0.2787
7-scenes-redkitchen,10,46,0.2758
7-scenes-redkitchen,10,47,0.2672
7-scenes-redkitchen,10,48,0.2712
7-scenes-redkitchen,10,49,0.2438
7-scenes-redkitchen,10,50,0.2403
7-scenes-redkitchen,10,51,0.1354
7-scenes-redkitchen,10,52,0.2522
7-scenes-redkitchen,10,53,0.2355
7-scenes-redkitchen,10,54,0.2193
7-scenes-redkitchen,10,55,0.1233
7-scenes-redkitchen,10,56,0.1072
7-scenes-redkitchen,10,57,0.1272
7-scenes-redkitchen,10,58,0.1822
7-scenes-redkitchen,10,59,0.261
7-scenes-redkitchen,11,12,0.6782
7-scenes-redkitchen,11,13,0.5057
7-scenes-redkitchen,11,14,0.4865
7-scenes-redkitchen,11,15,0.4516
7-scenes-redkitchen,11,16,0.2504
7-scenes-redkitchen,11,17,0.2268
7-scenes-redkitchen,11,18,0.4043
7-scenes-redkitchen,11,19,0.5171
7-scenes-redkitchen,11,20,0.2868
7-scenes-redkitchen,11,21,0.131
7-scenes-redkitchen,11,22,0.0
7-scenes-redkitchen,11,23,0.0
7-scenes-redkitchen,11,24,0.1578
7-scenes-redkitchen,11,25,0.4714
7-scenes-redkitchen,11,26,0.6187
7-scenes-redkitchen,11,27,0.5104
7-scenes-redkitchen,11,28,0.3401
7-scenes-redkitchen,11,29,0.2783
7-scenes-redkitchen,11,30,0.0895
7-scenes-redkitchen,11,31,0.0842
7-scenes-redkitchen,11,32,0.0941
7-scenes-redkitchen,11,33,0.0884
7-scenes-redkitchen,11,34,0.0861
7-scenes-redkitchen,11,35,0.1466
7-scenes-redkitchen,11,36,0.3008
7-scenes-redkitchen,11,37,0.4208
7-scenes-redkitchen,11,38,0.3445
7-scenes-redkitchen,11,39,0.395
7-scenes-redkitchen,11,40,0.2796
7-scenes-redkitchen,11,41,0.2984
7-scenes-redkitchen,11,42,0.291
7-scenes-redkitchen,11,43,0.245
7-scenes-redkitchen,11,44,0.2453
7-scenes-redkitchen,11,45,0.2682
7-scenes-redkitchen,11,46,0.273
7-scenes-redkitchen,11,47,0.2328
7-scenes-redkitchen,11,48,0.2136
7-scenes-redkitchen,11,49,0.1747
7-scenes-redkitchen,11,50,0.2041
7-scenes-redkitchen,11,51,0.1504
7-scenes-redkitchen,11,52,0.2115
7-scenes-redkitchen,11,53,0.1704
7-scenes-redkitchen,11,54,0.1497
7-scenes-redkitchen,11,55,0.0821
7-scenes-redkitchen,11,56,0.077
7-scenes-redkitchen,11,57,0.095
7-scenes-redkitchen,11,58,0.129
7-scenes-redkitchen,11,59,0.2419
7-scenes-redkitchen,12,13,0.804
7-scenes-redkitchen,12,14,0.6458
7-scenes-redkitchen,12,15,0.3881
7-scenes-redkitchen,12,16,0.1318
7-scenes-redkitchen,12,17,0.0903
7-scenes-redkitchen,12,18,0.2173
7-scenes-redkitchen,12,19,0.3138
7-scenes-redkitchen,12,20,0.1492
7-scenes-redkitchen,12,21,0.0
7-scenes-redkitchen,12,22,0.0
7-scenes-redkitchen,12,23,0.0
7-scenes-redkitchen,12,24,0.0
7-scenes-redkitchen,12,25,0.2776
7-scenes-redkitchen,12,26,0.4636
7-scenes-redkitchen,12,27,0.6618
7-scenes-redkitchen,12,28,0.5759
7-scenes-redkitchen,12,29,0.5029
7-scenes-redkitchen,12,30,0.2448
7-scenes-redkitchen,12,31,0.1879
7-scenes-redkitchen,12,32,0.1612
7-scenes-redkitchen,12,33,0.0529
7-scenes-redkitchen,12,34,0.0464
7-scenes-redkitchen,12,35,0.0514
7-scenes-redkitchen,12,36,0.1922
7-scenes-redkitchen,12,37,0.3268
7-scenes-redkitchen,12,38,0.2727
7-scenes-redkitchen,12,39,0.2797
7-scenes-redkitchen,12,40,0.4537
7-scenes-redkitchen,12,41,0.4672
